Class Name,Created By,Created Date,Last Modified By,Last Modified Date,Type,Purpose,How It's Used
COLAUpliftPrehook,Marc DeBrey,2026-01-30,Liam Jeong,2026-07-14,impl,"Revenue Cloud Apex pricing prehook that applies COLA uplift pricing to renewal quote lines (3-tier override), seeds NetUnitPrice so the committed net reflects COLA, handles stamped renewal-maintenance COLA nets, and evaluates/flags MyCAP out-year uplift eligibility on Quotes.",Registered as a RevSignaling.SignalingApexProcessor prehook invoked automatically by the Revenue Cloud pricing engine during Quote (not Order) reprice/pricing procedure execution.
COLAUpliftPrehookCovTest,Liam Jeong,2026-06-14,Liam Jeong,2026-07-10,test,SeeAllData=true coverage test for COLAUpliftPrehook's MyCAP eligibility path that depends on org config (PS_Service_Type AttributeDefinition/Prepaid picklist) and the ItemSubscriptionTerm multi-year detection branch.,"@isTest(SeeAllData=true) class run by the Apex test runner, kept separate from COLAUpliftTest because it cannot coexist with a @testSetup."
COLAUpliftTest,Marc DeBrey,2026-01-30,Liam Jeong,2026-07-13,test,"Test class for COLAUpliftHandler and related COLA logic covering the 3-tier override hierarchy, price calculation, Contract override validity windows, and MyCAP out-year uplift enforcement/regression scenarios.",@isTest class run by the Apex test runner; drives COLAUpliftHandler.handleBeforeInsert/handleBeforeUpdate and MyCAP eligibility logic with DML-backed test data.
CommunitiesLandingController,Joe Martinez,2025-11-20,Joe Martinez,2025-11-21,impl,Visualforce page controller that forwards a user to the correct Experience Cloud (Communities) start page based on login/guest status.,Bound to a Visualforce landing page; forwardToStartPage() runs on page load via Network.communitiesLanding().
CommunitiesLandingControllerTest,Joe Martinez,2025-11-20,Joe Martinez,2025-11-21,test,Unit test for CommunitiesLandingController.,"Test class (IsTest SeeAllData=true) run by Apex test execution, not invoked by production code."
CommunitiesLoginController,Joe Martinez,2025-11-20,Joe Martinez,2025-11-21,impl,Visualforce page controller exposing the Experience Cloud (Communities) site login/auth forwarding functionality.,"Global VF controller; forwardToAuthPage() invoked on page load via Network.forwardToAuthPage(), reading startURL/display URL params."
CommunitiesLoginControllerTest,Joe Martinez,2025-11-20,Joe Martinez,2025-11-21,test,Unit test for CommunitiesLoginController.,"Test class (IsTest SeeAllData=true) run by Apex test execution, not invoked by production code."
CommunitiesSelfRegConfirmController,Joe Martinez,2025-11-20,Joe Martinez,2025-11-21,impl,Visualforce page controller for the Experience Cloud self-registration confirmation page (currently a no-op stub).,Bound to the CommunitiesSelfRegConfirm Visualforce page; instantiated on page load.
CommunitiesSelfRegConfirmControllerTest,Joe Martinez,2025-11-20,Joe Martinez,2025-11-21,test,Unit test for CommunitiesSelfRegConfirmController.,"Test class (IsTest SeeAllData=true) run by Apex test execution, not invoked by production code."
CommunitiesSelfRegController,Joe Martinez,2025-11-20,Joe Martinez,2025-11-21,impl,Visualforce page controller that supports guest self-registration of new external users in an Experience Cloud community (creates the User via Site.createExternalUser and logs them in).,Bound to a self-registration Visualforce page for guest users; registerUser() invoked on form submit.
CommunitiesSelfRegControllerTest,Joe Martinez,2025-11-20,Joe Martinez,2025-11-21,test,Unit test for CommunitiesSelfRegController.,"Test class (IsTest SeeAllData=true) run by Apex test execution, not invoked by production code."
ContextDefinitionFieldValidator,Andrew Loveless,2026-02-02,Andrew Loveless,2026-02-02,impl,"Diagnostic/admin utility that uses Schema describe calls to check whether Revenue Cloud Context Definition-related fields (e.g. ExpressionSetVersion.IsActive) are DML-updateable, to inform Context Definition deactivation tooling.","Exposed via AuraEnabled methods (LWC-callable) validateAllFields()/validateField(), plus a plain generateTextReport() utility for anonymous-Apex/console use."
ContextDefinitionManager,Andrew Loveless,2026-02-02,Andrew Loveless,2026-02-02,impl,Admin service for Revenue Cloud/RLM Context Definition dependency management: queries the ContextDefinition to ExpressionSet(Version) to ProductConfigurationRule/RuleLibraryVersion/DecisionTable dependency tree and deactivates/reactivates those dependencies (via DML or REST/Tooling API) so a Context Definition can be safely deactivated.,"Exposed via AuraEnabled methods invoked from an LWC admin component (and usable via Anonymous Apex), returning ContextDependencyWrapper types."
ContextDependencyWrapper,Andrew Loveless,2026-02-02,Andrew Loveless,2026-02-02,impl,"Container of AuraEnabled inner wrapper/DTO classes (ContextDefinitionNode, ExpressionSetNode, ExpressionSetVersionNode, DecisionTableNode, RuleLibraryVersionNode, ConfigurationRuleNode, OperationResult, ItemResult, ContextDefinitionSummary, OperationConfig) representing the Context Definition dependency tree and operation results.",Instantiated and populated by ContextDefinitionManager; serialized to the LWC frontend via AuraEnabled properties.
ContextTagReader,Liam Jeong,2026-07-07,Liam Jeong,2026-07-10,impl,"Pure helper for reading RCA pricing-context tag maps, unwrapping the {tagValue: ...} envelope to extract String, Id, and Decimal field values and resolve a context line's source record Id.","Static utility called from pricing prehooks/posthooks that parse the RCA context payload, e.g. COLAUpliftPrehook, PartnerNetPricePosthook, PartnerPricingGate, PartnerPricingPrehookV2, ListPriceStampCalculator, and ContextUpdateNavigator."
ContextTagReaderTest,Liam Jeong,2026-07-07,Liam Jeong,2026-07-10,test,Unit test for ContextTagReader.,Unit test for ContextTagReader.
ContextUpdateNavigator,Liam Jeong,2026-07-07,Liam Jeong,2026-07-10,impl,"Pure navigation helpers for RCA pricing-context line/update maps: indexes context lines by source record Id, reads an update payload's nodePath.dataPath, dedups updates by dataPath, and resolves a renewal-maintenance line's context update path.",Static utility called from pricing hooks (e.g. PartnerNetPricePosthook) that need to correlate/merge RCA context update payloads with source records.
ContextUpdateNavigatorTest,Liam Jeong,2026-07-07,Liam Jeong,2026-07-10,test,Unit test for ContextUpdateNavigator.,Unit test for ContextUpdateNavigator.
ContractAssetRenewalInvocable,Nir Kailash,2026-06-24,Nir Kailash,2026-06-24,impl,Invokes the standard RLM 'initiateRenewal' action from a Contract/Asset selection with skipPricing=true so contract-asset renewal quote creation isn't blocked by stacked rate-adjustment validation.,"@InvocableMethod exposed to Flow (e.g. a renewal quick-action/screen flow) with a Contract Id + Asset Ids input, returning the created renewal Quote Id or an error message."
ContractAssetRenewalInvocableTest,Nir Kailash,2026-06-24,Nir Kailash,2026-06-24,test,Unit test for ContractAssetRenewalInvocable.,Unit test for ContractAssetRenewalInvocable.
ContributorPricingCalculator,Liam Jeong,2026-07-07,Liam Jeong,2026-07-10,impl,"Pure pricing helpers that derive a contributing perpetual QuoteLineItem/OrderItem's commercial pricing base and its effective partner/software discount percentages, used to carry forward discounts onto derived-maintenance lines.",Static utility invoked by derived-maintenance pricing logic such as PartnerNetPricePosthook when computing maintenance pricing from its contributing license line.
ContributorPricingCalculatorTest,Liam Jeong,2026-07-07,Liam Jeong,2026-07-10,test,Unit test for ContributorPricingCalculator.,Unit test for ContributorPricingCalculator.
ConvertCSVToStringCollection,Joe Martinez,2025-08-29,Joe Martinez,2025-08-29,impl,Splits a comma-separated string into a list of strings.,@InvocableMethod ('Convert Comma-separated-values to String Collection') callable from Flow.
ConvertCSVToStringCollectionTest,Joe Martinez,2025-08-29,Joe Martinez,2025-08-29,test,"Unit test covering ConvertCSVToStringCollection, ConvertStringCollectionToCSV, and ConvertToStringCollection.",Unit test for ConvertCSVToStringCollection (and related converter classes).
ConvertStringCollectionToCSV,Joe Martinez,2025-08-29,Joe Martinez,2025-08-29,impl,Joins a list of strings into a single comma-separated string.,@InvocableMethod ('Convert String Collection to Comma-separated-values') callable from Flow.
ConvertToStringCollection,Joe Martinez,2025-08-29,Joe Martinez,2025-08-29,impl,Splits a string into a list of strings using a caller-supplied delimiter.,@InvocableMethod ('Convert any String to String Collection') callable from Flow.
CurrencyCodeExtractor,Joe Martinez,2025-09-10,Marc DeBrey,2026-02-06,impl,Extracts a 3-letter ISO currency code from free-text currency labels like 'AUD - Australian Dollar' or 'AUD Australian Dollar'.,"@InvocableMethod ('Extract Currency ISO Code') callable from Flow, e.g. for parsing currency picklist/display text into an ISO code."
CurrencyCodeExtractorTest,Joe Martinez,2025-09-10,Joe Martinez,2025-09-10,test,Unit test for CurrencyCodeExtractor.,Unit test for CurrencyCodeExtractor.
CurrencyDisplayReconciliationService,Liam Jeong,2026-07-12,Liam Jeong,2026-07-12,impl,"Pure decision service that detects when a non-USD line's display fields (Sales Price/Subtotal/Total Line Amount) leaked a raw-USD value while the pricing engine converted only the Net fields, and returns the converted net values to align them to (guarding against real discounts and non-currency divergences).",Static utility invoked by PartnerNetPricePosthook to reconcile currency display-field leaks on attribute-based-priced (ABP) lines after pricing.
CurrencyDisplayReconciliationServiceTest,Liam Jeong,2026-07-12,Liam Jeong,2026-07-12,test,Unit test for CurrencyDisplayReconciliationService.,Unit test for CurrencyDisplayReconciliationService.
DatedConversionRateLookup,Joe Martinez,2026-02-25,Joe Martinez,2026-02-25,impl,Looks up the dated exchange rate from a given currency ISO code to USD via DatedConversionRate (Advanced Currency Management) with CurrencyType fallback.,"Invoked as an @InvocableMethod ('Get Dated Exchange Rate to USD', category Pricing) from the QuoteLineItemExchangeRateTrigger flow/logic to populate Exchange_Rate_To_USD__c on QuoteLineItem at pricing time."
DatedConversionRateLookupTest,Joe Martinez,2026-02-25,Joe Martinez,2026-02-25,test,"Unit test for DatedConversionRateLookup covering USD/null/blank defaults, CurrencyType fallback, multi-request batches, unknown currency, and the QLI/Opportunity exchange-rate trigger integration.",Executed by the Apex test runner (@isTest); no production invocation.
DefaultEmailSender,Keith Irwin,2026-03-11,Keith Irwin,2026-03-11,impl,Default production implementation of IEmailSender that sends emails via the Salesforce Messaging API and wraps the result.,Instantiated by calling code (e.g. email service classes) as the default IEmailSender implementation when no other sender is explicitly injected.
DerivedMaintenanceClassifier,Liam Jeong,2026-07-07,Liam Jeong,2026-07-10,impl,Pure predicate helper that classifies derived-maintenance QuoteLineItem product types (New/Renewal Maintenance) and detects new-business derived-maintenance lines not already covered by the renewal-COLA path.,Called as a static utility from PartnerNetPricePosthook (pricing procedure posthook) during its Wave-2 decomposition; no SOQL/DML/context of its own.
DerivedMaintenanceClassifierTest,Liam Jeong,2026-07-07,Liam Jeong,2026-07-10,test,Unit test for DerivedMaintenanceClassifier verifying product-type classification and new-business derived-maintenance detection logic.,Executed by the Apex test runner (@isTest); no production invocation.
DerivedMaintenancePayloadBuilder,Liam Jeong,2026-07-08,Liam Jeong,2026-07-10,impl,Pure assembler of the ExpressionSet context-update payload (nodePath.dataPath + ordered attribute list) for New-Business derived-maintenance sequential-discount and $0-fallback pricing updates.,Called as a static utility from PartnerNetPricePosthook (pricing procedure posthook) to build context-update maps; no SOQL/DML/context reads.
DerivedMaintenancePayloadBuilderTest,Liam Jeong,2026-07-08,Liam Jeong,2026-07-10,test,"Unit test for DerivedMaintenancePayloadBuilder verifying attribute ordering, values, and conditional inclusion/omission for sequential-discount and fallback payloads.",Executed by the Apex test runner (@isTest); no production invocation.
DisplayAndFilterKnowledgeController,Joe Martinez,2025-12-16,Joe Martinez,2025-12-16,impl,Retrieves all accessible fields of published (Online) Knowledge__kav articles via a dynamically built SOQL query.,Exposed as an @AuraEnabled(cacheable=true) method called from an LWC/Aura component to display and filter Knowledge articles.
